ID,Tipo,SKU,"GTIN, UPC, EAN, ou ISBN",Nome,Publicado,Em destaque?,Visibilidade no catálogo,Descrição curta,Descrição,Data de preço promocional começa em,Data de preço promocional termina em,Status do imposto,Classe de imposto,Em estoque?,Estoque,Quantidade baixa de estoque,São permitidas encomendas?,Vendido individualmente?,Peso (kg),Comprimento (cm),Largura (cm),Altura (cm),Permitir avaliações de clientes?,Observação de compra,Preço promocional,Preço,Categorias,Tags,Classe de entrega,Imagens,Limite de downloads,Dias para expirar o download,Ascendente,Grupo de produtos,Upsells,Venda cruzada,URL externa,Texto do botão,Posição,Marcas,Nome do atributo 1,Valores do atributo 1,Visibilidade do atributo 1,Atributo global 1
52821,simple,7896108815102,,Alcon Club Jabuti 300G,1,0,visible,Alcon Club Jabuti 300G | Marca: Alcon | Categoria: Aquarismo | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Alcon Club Jabuti 300G</h2>\n<p>Produto <strong>Alcon</strong> da linha Aquarismo. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>0.300 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Alcon</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 0.300 Kg (1x 0.300 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Aquarismo</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,2,,0,0,0.3,,,,1,,,"65,00",Aquarismo,"Alcon, Aquarismo",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/aquarismo/7896108815102.jpg,,,,,,,,,0,Alcon,Marca,Alcon,1,1
53799,simple,1234567004549,,Carvao Ativado 100G - Ventura Pet,1,0,visible,Carvao Ativado 100G - Ventura Pet | Marca: Ventura Pet | Categoria: Aquarismo | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Carvao Ativado 100G - Ventura Pet</h2>\n<p>Produto <strong>Ventura Pet</strong> da linha Aquarismo. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>0.100 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Ventura Pet</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 0.100 Kg (1x 0.100 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Aquarismo</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,3,,0,0,0.1,,,,1,,,"12,00",Aquarismo,"Aquarismo, Ventura Pet",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/aquarismo/1234567004549.jpg,,,,,,,,,0,Ventura Pet,Marca,Ventura Pet,1,1
53801,simple,1234567005140,,Carvao Ativado 500G - Ventura Pet,1,0,visible,Carvao Ativado 500G - Ventura Pet | Marca: Ventura Pet | Categoria: Aquarismo | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Carvao Ativado 500G - Ventura Pet</h2>\n<p>Produto <strong>Ventura Pet</strong> da linha Aquarismo. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>0.500 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Ventura Pet</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 0.500 Kg (1x 0.500 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Aquarismo</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,2,,0,0,0.5,,,,1,,,"39,99",Aquarismo,"Aquarismo, Ventura Pet",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/aquarismo/1234567005140.png,,,,,,,,,0,Ventura Pet,Marca,Ventura Pet,1,1
54453,simple,7893595584726,,Filtro Externo Hf-100 - Ocean Tech,0,0,visible,Filtro Externo Hf-100 - Ocean Tech | Marca: Ocean Tech | Categoria: Aquarismo | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Filtro Externo Hf-100 - Ocean Tech</h2>\n<p>Produto <strong>Ocean Tech</strong> da linha Aquarismo. Disponível na <strong>AquaFlora Agroshop</strong> com melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Ocean Tech</li>\n  <li>📦 <strong>Categoria:</strong> Aquarismo</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,0,0,,0,0,,,,,1,,,"129,99",Aquarismo,"Aquarismo, Ocean Tech",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/aquarismo/7893595584726.jpg,,,,,,,,,0,Ocean Tech,Marca,Ocean Tech,1,1
54455,simple,7893595584801,,Filtro Externo Hf-800 - Ocean Tech,0,0,visible,Filtro Externo Hf-800 - Ocean Tech | Marca: Ocean Tech | Categoria: Aquarismo | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Filtro Externo Hf-800 - Ocean Tech</h2>\n<p>Produto <strong>Ocean Tech</strong> da linha Aquarismo. Disponível na <strong>AquaFlora Agroshop</strong> com melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Ocean Tech</li>\n  <li>📦 <strong>Categoria:</strong> Aquarismo</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,0,0,,0,0,,,,,1,,,"429,90",Aquarismo,"Aquarismo, Ocean Tech",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/aquarismo/7893595584801.jpg,,,,,,,,,0,Ocean Tech,Marca,Ocean Tech,1,1
54458,simple,7897275118041,,Filtro Int.Ot-62A Ocean Tec (300L/H)127V - Ocean Tech,0,0,visible,Filtro Int.Ot-62A Ocean Tec (300L/H)127V - Ocean Tech | Marca: Ocean Tech | Categoria: Aquarismo | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Filtro Int.Ot-62A Ocean Tec (300L/H)127V - Ocean Tech</h2>\n<p>Produto <strong>Ocean Tech</strong> da linha Aquarismo. Disponível na <strong>AquaFlora Agroshop</strong> com melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Ocean Tech</li>\n  <li>📦 <strong>Categoria:</strong> Aquarismo</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,0,0,,0,0,,,,,1,,,"91,90",Aquarismo,"Aquarismo, Ocean Tech",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/aquarismo/7897275118041.jpg,,,,,,,,,0,Ocean Tech,Marca,Ocean Tech,1,1
54460,simple,7897275118089,,Filtro Int.Ot-82A Ocean Tec (450L/H)127V - Ocean Tech,0,0,visible,Filtro Int.Ot-82A Ocean Tec (450L/H)127V - Ocean Tech | Marca: Ocean Tech | Categoria: Aquarismo | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Filtro Int.Ot-82A Ocean Tec (450L/H)127V - Ocean Tech</h2>\n<p>Produto <strong>Ocean Tech</strong> da linha Aquarismo. Disponível na <strong>AquaFlora Agroshop</strong> com melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Ocean Tech</li>\n  <li>📦 <strong>Categoria:</strong> Aquarismo</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,0,0,,0,0,,,,,1,,,"119,90",Aquarismo,"Aquarismo, Ocean Tech",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/aquarismo/7897275118089.jpg,,,,,,,,,0,Ocean Tech,Marca,Ocean Tech,1,1
55293,simple,7896108810329,,Labcon Protect Plus 30Ml - Alcon,1,0,visible,Labcon Protect Plus 30Ml - Alcon | Marca: Alcon | Categoria: Aquarismo | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Labcon Protect Plus 30Ml - Alcon</h2>\n<p>Produto <strong>Alcon</strong> da linha Aquarismo. Disponível na <strong>AquaFlora Agroshop</strong> com <strong>0.030 Kg</strong> e melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Alcon</li>\n    <li>⚖️ <strong>Peso/Conteúdo:</strong> 0.030 Kg (1x 0.030 Kg)</li>\n  <li>📦 <strong>Categoria:</strong> Aquarismo</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,1,,0,0,0.03,,,,1,,,"19,90",Aquarismo,"Alcon, Aquarismo",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/aquarismo/7896108810329.webp,,,,,,,,,0,Alcon,Marca,Alcon,1,1
55965,simple,69851247,,Refil Filtro Ext. Hf-300 - Ocean Tech,0,0,visible,Refil Filtro Ext. Hf-300 - Ocean Tech | Marca: Ocean Tech | Categoria: Aquarismo | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Refil Filtro Ext. Hf-300 - Ocean Tech</h2>\n<p>Produto <strong>Ocean Tech</strong> da linha Aquarismo. Disponível na <strong>AquaFlora Agroshop</strong> com melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Ocean Tech</li>\n  <li>📦 <strong>Categoria:</strong> Aquarismo</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,0,0,,0,0,,,,,1,,,"26,00",Aquarismo,"Aquarismo, Ocean Tech",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/aquarismo/69851247.jpg,,,,,,,,,0,Ocean Tech,Marca,Ocean Tech,1,1
55967,simple,69851261,,Refil Filtro Ext. Hf-600 - Ocean Tech,1,0,visible,Refil Filtro Ext. Hf-600 - Ocean Tech | Marca: Ocean Tech | Categoria: Aquarismo | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Refil Filtro Ext. Hf-600 - Ocean Tech</h2>\n<p>Produto <strong>Ocean Tech</strong> da linha Aquarismo. Disponível na <strong>AquaFlora Agroshop</strong> com melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> Ocean Tech</li>\n  <li>📦 <strong>Categoria:</strong> Aquarismo</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,2,,0,0,,,,,1,,,"49,99",Aquarismo,"Aquarismo, Ocean Tech",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/aquarismo/69851261.jpg,,,,,,,,,0,Ocean Tech,Marca,Ocean Tech,1,1
55989,simple,6938104012923,,Regent 6500 Compressor De Ar - K&F,1,0,visible,Regent 6500 Compressor De Ar - K&F | Marca: K&F | Categoria: Aquarismo | AquaFlora Agroshop,"<div class=""product-description"">\n<h2>Regent 6500 Compressor De Ar - K&F</h2>\n<p>Produto <strong>K&F</strong> da linha Aquarismo. Disponível na <strong>AquaFlora Agroshop</strong> com melhor custo-benefício.</p>\n<ul class=""product-features"">\n  <li>🏷️ <strong>Marca:</strong> K&F</li>\n  <li>📦 <strong>Categoria:</strong> Aquarismo</li>\n  <li>✅ <strong>Produto Original</strong> com garantia</li>\n  <li>🚚 <strong>Entrega Rápida</strong> para todo o Brasil</li>\n  <li>💳 <strong>Diversas formas de pagamento</strong></li>\n</ul>\n<div class=""cta-section"">\n<p>📞 <strong>Dúvidas?</strong> Nossa equipe está pronta para ajudar!</p>\n<p>⭐ <strong>AquaFlora Agroshop</strong> - Sua loja de confiança!</p>\n</div>\n</div>",,,taxable,,1,1,,0,0,,,,,1,,,"28,00",Aquarismo,"Aquarismo, K&F",,https://aquafloragroshop.com.br/wp-content/uploads/produtos/aquarismo/6938104012923.webp,,,,,,,,,0,K&amp;F,Marca,K&F,1,1
