lote,ordem_no_lote,grupo,sku,tipo_woo,titulo_mercado_livre,nome_original,preco,estoque,gtin_ean,marca,categoria_woo,familia_variacao,atributo_variacao,imagem_principal,imagem_status,descricao_curta,observacao
2,3,pet_higiene_recompra,7896183315467,variation,Tapete Hig Sanol Dog 14Un,Tapete Hig Sanol Dog - 14Un,"45,00",6,,Sanol,Pets > Gatos > Areias & Higiene,Tapete Hig Sanol Dog,Opc?o: 14Un,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/p-pet-tapete-hig-sanol-dog-areias-tapet__tapete-hig-sanol-dog.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
2,4,pet_higiene_recompra,7898144561043,variation,Areia Progato Vida Comfort 10Kg,Areia Progato Vida Comfort - 10Kg,"129,90",5,,Progato,Pets > Gatos > Areias & Higiene,Areia Progato Vida Comfort,Opc?o: 10Kg,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/0000_7890000023290__PROGATO_VIDA_COMFORT_-_1_8_KG.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
2,5,pet_higiene_recompra,7898144561029,variation,Areia Progato Vida Comfort 4Kg,Areia Progato Vida Comfort - 4Kg,"52,90",5,,Progato,Pets > Gatos > Areias & Higiene,Areia Progato Vida Comfort,Opc?o: 4Kg,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/0000_7890000023290__PROGATO_VIDA_COMFORT_-_1_8_KG.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
2,6,pet_higiene_recompra,7896273805182,variation,Areia Pipicat Floral 4Kg,Areia Pipicat Floral - 4Kg,"25,00",5,,Kelco,Pets > Gatos > Areias & Higiene,Areia Pipicat Floral,Opc?o: 4Kg,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/p-pet-areia-pipicat-floral-areias-tapet__areia-pipicat-floral.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
2,7,pet_higiene_recompra,7898586935822,variation,Tapete Hig Pups 30Un / 55X60Cm,Tapete Hig Pups - 30Un / 55X60Cm,"69,90",4,,Pups,Pets > Gatos > Areias & Higiene,Tapete Hig Pups,Opc?o: 30Un / 55X60Cm,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/a39d52cbc2.webp,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
2,8,pet_higiene_recompra,7896183301767,variation,Shampoo Sanol 500Ml,Shampoo Sanol - 500Ml,"26,00",4,,Sanol,Pets > Cães > Higiene Cães,Shampoo Sanol,Opc?o: 500Ml,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/p-pet-shampoo-sanol-higiene-banh__shampoo-sanol.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
2,9,pet_higiene_recompra,7896183301385,simple,Shampoo E Condicionador Sanol 500Ml,Shampoo E Condicionador Sanol 500Ml,"26,00",4,,Sanol,Pets > Cães > Higiene Cães,,Marca: Sanol,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/7896183301385__shampoo-e-condicionador-sanol-500ml.webp,ok,,sem GTIN/EAN no campo Woo
2,10,pet_higiene_recompra,7896183300845,variation,Shampoo Sanol 500Ml / Neutro,Shampoo Sanol - 500Ml / Neutro,"26,00",3,,Sanol,Pets > Cães > Higiene Cães,Shampoo Sanol,Opc?o: 500Ml / Neutro,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/p-pet-shampoo-sanol-higiene-banh__shampoo-sanol.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
3,1,pet_brinquedos,5720,simple,Brinquedo Bola Mini Meadora Toys,Brinquedo Bola Mini - Meadora Toys,"10,00",30,,Meadora Toys,"Pets > Gatos > Acessórios & Brinquedos Gatos, Pets > Brinquedos, Pets > Cães > Brinquedos Cães, Pets",,Marca: Meadora Toys,https://aquafloragroshop.com.br/wp-content/uploads/2026/06/IMG_4043-scaled.jpg,ok,,sem GTIN/EAN no campo Woo
3,2,pet_brinquedos,6976245090271,simple,Brinquedo Mordedor Bola Pisca Cravo Pet Ninho,Brinquedo Mordedor Bola Pisca Cravo - Pet Ninho,"12,00",9,,Pet Ninho,"Pets > Brinquedos, Pets > Cães > Brinquedos Cães, Pets",,Marca: Pet Ninho,https://aquafloragroshop.com.br/wp-content/uploads/2026/06/IMG_4063-scaled.jpeg,ok,,sem GTIN/EAN no campo Woo
3,3,pet_brinquedos,7898602024073,variation,Comedouro Anti Formiga Gato 150Ml / Rosa,Comedouro Anti Formiga Gato - 150Ml / Rosa,"9,00",4,,Pet Injet,Pets > Gatos > Acessórios & Brinquedos Gatos,Comedouro Anti Formiga Gato,Opc?o: 150Ml / Rosa,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/3101748.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
3,4,pet_brinquedos,7898602024127,variation,Comedouro Anti Formiga Gato 150Ml / Vermelho,Comedouro Anti Formiga Gato - 150Ml / Vermelho,"9,00",4,,Pet Injet,Pets > Gatos > Acessórios & Brinquedos Gatos,Comedouro Anti Formiga Gato,Opc?o: 150Ml / Vermelho,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/3101748.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
3,5,pet_brinquedos,7898602023458,variation,Comedouro Anti Formiga Gato 150Ml / Azul,Comedouro Anti Formiga Gato - 150Ml / Azul,"9,00",2,,Pet Injet,Pets > Gatos > Acessórios & Brinquedos Gatos,Comedouro Anti Formiga Gato,Opc?o: 150Ml / Azul,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/3101748.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
3,6,pet_acessorios_giro,7898701923932,simple,Manta Confort Pet Elo Imports,Manta Confort Pet - Elo Imports,"25,00",13,,Elo Imports,Pets > Cães > Acessórios Cães,,Marca: Elo Imports,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/D_NQ_NP_854755-MLA100083731019_122025-O.webp,ok,,sem GTIN/EAN no campo Woo
3,7,pet_acessorios_giro,7897463293109,variation,Comedouro C?o N2,Comedouro C?o - N2,"25,00",11,,Produtos Holanda,Pets > Cães > Acessórios Cães,Comedouro C?o,Opc?o: N2,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/IMG_3837-scaled.jpeg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
3,8,pet_acessorios_giro,7897463293116,variation,Comedouro C?o N1,Comedouro C?o - N1,"18,00",11,,Produtos Holanda,Pets > Cães > Acessórios Cães,Comedouro C?o,Opc?o: N1,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/IMG_3837-scaled.jpeg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
3,9,pet_acessorios_giro,7898229167290,variation,Comedouro C?o N4,Comedouro C?o - N4,"49,99",7,,Produtos Holanda,Pets > Cães > Acessórios Cães,Comedouro C?o,Opc?o: N4,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/IMG_3837-scaled.jpeg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
3,10,pet_acessorios_giro,7897463293048,variation,Comedouro C?o N3,Comedouro C?o - N3,"30,00",6,,Produtos Holanda,Pets > Cães > Acessórios Cães,Comedouro C?o,Opc?o: N3,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/IMG_3837-scaled.jpeg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
4,1,pesca_carretilhas,7890700054822,simple,Carretilha Jws (Direito) Tb733,Carretilha Jws (Direito) Tb733,"599,00",1,,Jws,"Pesca > Carretilha, Pesca",,Marca: Jws,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/7890700054822__carretilha-jws-direito-tb733.png,ok,,sem GTIN/EAN no campo Woo
4,2,pesca_carretilhas,7890700054839,simple,Carretilha Jws (Esquerdo) Tb734,Carretilha Jws (Esquerdo) Tb734,"599,00",1,,Jws,"Pesca > Carretilha, Pesca",,Marca: Jws,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/7890700054839__carretilha-jws-esquerdo-tb734.jpg,ok,,sem GTIN/EAN no campo Woo
4,3,pesca_carretilhas,8800550803340,simple,Carretilha Staco Digital L Cmik,Carretilha Staco Digital L - Cmik,"549,00",1,,Cmik,"Pesca > Carretilha, Pesca",,Marca: Cmik,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/8800550803340__carretilha-staco-digital-l-cmik.webp,ok,,sem GTIN/EAN no campo Woo
4,4,pesca_carretilhas,7908137906321,simple,Carretilha Fox Shil 7Rol Zest,Carretilha Fox Shil 7Rol - Zest,"339,00",1,,Zest,"Pesca > Carretilha, Pesca",,Marca: Zest,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/7908137906321__carretilha-fox-shil-7rol-zest.jpg,ok,,sem GTIN/EAN no campo Woo
4,5,pesca_carretilhas,7908137906338,simple,Carretilha Fox Shil 7Rol Zest,Carretilha Fox Shil 7Rol - Zest,"339,00",1,,Zest,"Pesca > Carretilha, Pesca",,Marca: Zest,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/carretilha_zest_fox_7000_shil_shil_07_rol_drag_4kg_rec_7_3_1_32539_1_7d44905cf742a58a107ee50efc47890f_20250918024439.webp,ok,,sem GTIN/EAN no campo Woo
4,6,pesca_molinetes,8800550803395,simple,Molinete Bk4000 Cmik,Molinete Bk4000 - Cmik,"210,00",1,,Cmik,"Pesca > Molinete, Pesca",,Marca: Cmik,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/8800550803395__molinete-bk4000-cmik.jpg,ok,,sem GTIN/EAN no campo Woo
4,7,pesca_molinetes,8800550803388,simple,Molinete Bk3000 Cmik,Molinete Bk3000 - Cmik,"205,00",1,,Cmik,"Pesca > Molinete, Pesca",,Marca: Cmik,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/8800550803388__molinete-bk3000-cmik.jpg,ok,,sem GTIN/EAN no campo Woo
4,8,pesca_molinetes,8800550803371,simple,Molinete Bk2000 Cmik,Molinete Bk2000 - Cmik,"200,00",1,,Cmik,"Pesca > Molinete, Pesca",,Marca: Cmik,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/8800550803371__molinete-bk2000-cmik.jpg,ok,,sem GTIN/EAN no campo Woo
4,9,pesca_molinetes,4710155376375,simple,Molinete Maruri Belga 2000,Molinete Maruri Belga 2000,"199,90",1,,Maruri,"Pesca > Molinete, Pesca",,Marca: Maruri,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/4710155376375__molinete-maruri-belga-2000.jpg,ok,,sem GTIN/EAN no campo Woo
4,10,pesca_molinetes,8800550803364,simple,Molinete Bk1000 Cmik,Molinete Bk1000 - Cmik,"199,00",2,,Cmik,"Pesca > Molinete, Pesca",,Marca: Cmik,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/8800550803364__molinete-bk1000-cmik.jpg,ok,,sem GTIN/EAN no campo Woo
5,1,pesca_linhas,7908137904341,variation,Linha Saigon X4 Marine Sports 40Lb,Linha Saigon X4 - Marine Sports - 40Lb,"39,90",23,,Marine Sports,"Pesca > Linhas, Pesca",Linha Saigon X4 - Marine Sports,Medida: 40Lb,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/p-linha-linha-saigon-x4-marine-sports__linha-saigon-x4-marine-sports.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
5,2,pesca_linhas,7908137904358,variation,Linha Saigon X4 Marine Sports 45Lb,Linha Saigon X4 - Marine Sports - 45Lb,"39,90",23,,Marine Sports,"Pesca > Linhas, Pesca",Linha Saigon X4 - Marine Sports,Medida: 45Lb,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/p-linha-linha-saigon-x4-marine-sports__linha-saigon-x4-marine-sports.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
5,3,pesca_linhas,7899000220029,variation,Linha Platinum Xt Ottoni 0.20Mm,Linha Platinum Xt - Ottoni - 0.20Mm,"16,00",20,,Ottoni,"Pesca > Linhas, Pesca",Linha Platinum Xt - Ottoni,Medida: 0.20Mm,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/p-linha-linha-platinum-xt-ottoni__linha-platinum-xt-ottoni.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
5,4,pesca_anzois,7898480920962,variation,Anzol Marine 1971N 7/0,Anzol Marine 1971N - 7/0,"15,00",13,,Marine,"Pesca > Anzóis, Pesca > Anz?is, Pesca",Anzol Marine 1971N,Numero: 7/0,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/p-anzol-marine-1971n__anzol-marine-1971n.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
5,5,pesca_anzois,7898480924311,variation,Anzol Marine 4330 6/0,Anzol Marine 4330 - 6/0,"9,90",12,,Marine,"Pesca > Anzóis, Pesca > Anz?is, Pesca",Anzol Marine 4330,Numero: 6/0,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/p-anzol-marine-4330__anzol-marine-4330.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
5,6,pesca_boias,7898515870453,simple,Eva De Superficie C/20Un Boias Barão,Eva De Superficie C/20Un - Boias Barão,"7,90",39,,Boias Barão,"Pesca > Acessórios Pesca, Pesca > Acessórios Pesca > Boias, Pesca > Acessorios Pesca > Boias, Pesca",,Modelo: 7898515870453,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/7898515870453__eva-de-superficie-c-20un-boias-barao.jpg,ok,,sem GTIN/EAN no campo Woo
5,7,pesca_boias,4717,variation,Boia Arremesso Jr Esporte E Pesca C/Girador N09,Boia Arremesso - Jr Esporte E Pesca - C/Girador N09,"8,00",17,,Jr Esporte E Pesca,"Pesca > Acessórios Pesca, Pesca > Acessorios Pesca > Boias, Pesca > Acessórios Pesca > Boias, Pesca",Boia Arremesso - Jr Esporte E Pesca,Modelo/Peso: C/Girador N09,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/p-boia-boia-arremesso-jr-esporte-e-pesca__boia-arremesso-jr-esporte-e-pesca.jpg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
5,8,pesca_caixas,7898914878524,simple,Caixa 6 Bandejas Grande Hi,Caixa 6 Bandejas Grande - Hi,"194,90",1,,Hi,"Pesca > Acessórios Pesca, Pesca > Acessórios Pesca > Caixas & Maletas, Pesca > Acessorios Pesca > Caixas & Maletas, Pesca",,Modelo: 7898914878524,https://aquafloragroshop.com.br/wp-content/uploads/2026/05/7898914878524__caixa-6-bandejas-grande-hi.jpg,ok,,sem GTIN/EAN no campo Woo
5,9,pesca_chumbadas,2549,variation,Chumbada Oliva N 09,Chumbada Oliva - N 09,"8,00",30,,,"Pesca > Acessórios Pesca, Pesca > Acessórios Pesca > Chumbadas & Pesos, Pesca",Chumbada Oliva,Numero/Peso: N 09,https://aquafloragroshop.com.br/wp-content/uploads/2026/06/IMG_3809-scaled.jpeg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
5,10,pesca_chumbadas,2680,variation,Chumbada Oliva N 10,Chumbada Oliva - N 10,"8,00",25,,,"Pesca > Acessórios Pesca, Pesca > Acessórios Pesca > Chumbadas & Pesos, Pesca",Chumbada Oliva,Numero/Peso: N 10,https://aquafloragroshop.com.br/wp-content/uploads/2026/06/IMG_3809-scaled.jpeg,ok,,varia??o Woo; imagem/categoria herdada do produto pai; sem GTIN/EAN no campo Woo
